Type_Chamber,Type_Bill,Type_Number,Congress,Date,Title,Chamber,Sponsor,Party,State,District,Date_Intro,Cosponsors,Committees,Date_Last,Last_Action
H,B, 6719,116,2019,To require the Federal Government to provide critical health care resources in response to the COVID-19 pandemic.,House,"Khanna, Ro ",D,CA,17,5/5/20,0,"House - Transportation and Infrastructure, Financial Services, Energy and Commerce, Budget",5/5/20,"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committees on Financial Services, Energy and Commerce, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6711,116,2019,To provide for the expedited and transparent procurement and distribution of equipment and supplies needed to combat COVID-19.,House,"Crow, Jason ",D,CO,6,5/5/20,48,"House - Financial Services, Transportation and Infrastructure, Armed Services, Energy and Commerce",5/5/20,"Referred to the Committee on Financial Services, and in addition to the Committees on Transportation and Infrastructure, Armed Services, and Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6720,116,2019,To provide student loan forgiveness to health care workers who are on the front line in response to COVID-19.,House,"Maloney, Carolyn B. ",D,NY,12,5/5/20,0,"House - Education and Labor, Financial Services, Ways and Means",5/5/20,"Referred to the Committee on Education and Labor, and in addition to the Committees on Financial Services, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6688,116,2019,"To modify the Restaurant Meals Program under the supplemental nutrition assistance program in response to COVID-19, and for other purposes.",House,"Panetta, Jimmy ",D,CA,20,5/1/20,0,House - Agriculture,5/1/20,Referred to the House Committee on Agriculture.
H,B, 6326,116,2019,"To provide additional waivers and authorities to HUD and USDA to respond to the COVID-19 emergency, and for other purposes.",House,"Cleaver, Emanuel ",D,MO,5,3/23/20,0,House - Financial Services,3/23/20,Referred to the House Committee on Financial Services.
H,B, 6726,116,2019,"To provide a State option for certain cash-value voucher increases during the COVID-19 public health emergency, and for other purposes.",House,"Schrier, Kim ",D,WA,8,5/5/20,1,House - Education and Labor,5/5/20,Referred to the House Committee on Education and Labor.
H,B, 6727,116,2019,To hold Medicare beneficiaries harmless for specified COVID-19 treatment services furnished under part A or part B of the Medicare program.,House,"Schrier, Kim ",D,WA,8,5/5/20,1,"House - Ways and Means, Energy and Commerce, Armed Services",5/5/20,"Referred to the Committee on Ways and Means, and in addition to the Committees on Energy and Commerce, and Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6646,116,2019,To provide State and local workforce and career and technical education systems with support to respond to the COVID-19 national emergency.,House,"Scott, Robert C. ""Bobby"" ",D,VA,3,5/1/20,10,House - Education and Labor,5/1/20,Referred to the House Committee on Education and Labor.
H,B, 6733,116,2019,"To amend section 6304 of title 5, United States Code, to restore annual leave lost by certain Federal employees due to the COVID-19 pandemic.",House,"Wexton, Jennifer ",D,VA,10,5/5/20,4,House - Oversight and Reform,5/5/20,Referred to the House Committee on Oversight and Reform.
H,B, 6725,116,2019,"To provide Federal funding for targeted purchases to buy food from producers who rely on local agricultural food markets affected by COVID-19, and for other purposes.",House,"Schrier, Kim ",D,WA,8,5/5/20,4,House - Agriculture,5/5/20,Referred to the House Committee on Agriculture.
H,B, 6717,116,2019,"To direct the Secretary of Homeland Security to extend the period of authorized stay for certain alien health care workers during the COVID-19 emergency period, and for other purposes.",House,"Harder, Josh ",D,CA,10,5/5/20,2,House - Judiciary,5/5/20,Referred to the House Committee on the Judiciary.
H,B, 6664,116,2019,"To educate businesses on COVID-19 based public health practices, to provide for a notice and cure period before the commencement of a private civil action, and for other purposes.",House,"Burchett, Tim ",R,TN,2,5/1/20,0,"House - Energy and Commerce, Judiciary, Small Business",5/1/20,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on the Judiciary, and Small Business, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6702,116,2019,"To amend the national service laws to prioritize national service programs and projects that are directly related to the response to and recovery from the COVID-19 public health emergency, and for other purposes.",House,"Price, David E. ",D,NC,4,5/5/20,19,"House - Education and Labor, Ways and Means",5/5/20,"Referred to the Committee on Education and Labor, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6699,116,2019,"To establish a commission to determine essential employment during the COVID-19 crisis period and provide loan repayment and education credit to workers employed in such essential employment during such crisis, and for other purposes.",House,"Kuster, Ann M. ",D,NH,2,5/5/20,21,"House - Education and Labor, Financial Services, Ways and Means",5/5/20,"Referred to the Committee on Education and Labor, and in addition to the Committees on Financial Services, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6696,116,2019,"To establish a program providing grants to certain small business concerns to modify or reallocate their productive facilities to begin or increase production of certain medical supplies critical to addressing the COVID-19 pandemic, and for other purposes.",House,"Davids, Sharice ",D,KS,3,5/5/20,0,House - Small Business,5/5/20,Referred to the House Committee on Small Business.
H,B, 6669,116,2019,"To modify the Federal cost share of assistance provided under the emergency declaration issued by the President on March 13, 2020 relating to COVID-19, to modify the activities eligible for assistance under such emergency declaration, and for other purposes.",House,"DeFazio, Peter A. ",D,OR,4,5/1/20,9,House - Transportation and Infrastructure,5/4/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H,B, 6698,116,2019,"To amend titles XVIII and XIX of the Social Security Act to improve the quality of care in skilled nursing facilities under the Medicare program and nursing facilities under the Medicare program during the COVID-19 emergency period, and for other purposes.",House,"Schakowsky, Janice D. ",D,IL,9,5/5/20,5,"House - Ways and Means, Energy and Commerce",5/5/20,"Referred to the Committee on Ways and Means, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6705,116,2019,"To require the Secretary of the Treasury to establish a State and Local Government Coronavirus Relief Program to make grants to States to make up for lost revenue due to COVID-19 and social distancing steps taken by the State and political subdivisions of the State, and for other purposes.",House,"Axne, Cynthia ",D,IA,3,5/5/20,1,House - Oversight and Reform,5/5/20,Referred to the House Committee on Oversight and Reform.
H,B, 6253,116,2019,Crowdfunding to Combat the Coronavirus Act,House,"McHenry, Patrick T. ",R,NC,10,3/12/20,4,"House - Financial Services, Energy and Commerce",3/12/20,"Referred to the Committee on Financial Services, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6350,116,2019,Financial Literacy Education Commission Emergency Response Act,House,"Gonzalez, Vicente ",D,TX,15,3/23/20,1,House - Financial Services,3/23/20,Referred to the House Committee on Financial Services.
H,B, 6351,116,2019,Universal Coronavirus Vaccine Act,House,"Harder, Josh ",D,CA,10,3/23/20,0,House - Energy and Commerce,3/23/20,Referred to the House Committee on Energy and Commerce.
H,B, 6581,116,2019,Robust International Response to Pandemic Act,House,"Garcia, Jesus G. ""Chuy"" ",D,IL,4,4/21/20,17,House - Financial Services,4/21/20,Referred to the House Committee on Financial Services.
H,B, 6324,116,2019,Too Small to Fail Act,House,"Pappas, Chris ",D,NH,1,3/23/20,19,House - Small Business,3/23/20,Referred to the House Committee on Small Business.
H,B, 6549,116,2019,Business Borrowers Protection Act,House,"Sherman, Brad ",D,CA,30,4/17/20,0,House - Financial Services,4/17/20,Referred to the House Committee on Financial Services.
H,B, 6198,116,2019,Emergency Paid Leave Act of 2020,House,"Murphy, Stephanie N. ",D,FL,7,3/11/20,8,House - Ways and Means,3/11/20,Referred to the House Committee on Ways and Means.
H,B, 6379,116,2019,Take Responsibility for Workers and Families Act,House,"Lowey, Nita M. ",D,NY,17,3/23/20,9,"House - Appropriations, Budget, Ways and Means",3/23/20,"Referred to the Committee on Appropriations, and in addition to the Committees on the Budget, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6349,116,2019,Continuity of Business Operations Support Act of 2020,House,"Golden, Jared F. ",D,ME,2,3/23/20,0,House - Small Business,3/23/20,Referred to the House Committee on Small Business.
H,B, 6546,116,2019,Wildfire and Community Health Response Act of 2020,House,"Neguse, Joe ",D,CO,2,4/17/20,1,"House - Natural Resources, Agriculture",4/17/20,"Referred to the Committee on Natural Resources, and in addition to the Committee on Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6511,116,2019,Ensuring Vaccination and Treatment Affordability Act,House,"Pappas, Chris ",D,NH,1,4/14/20,0,House - Energy and Commerce,4/14/20,Referred to the House Committee on Energy and Commerce.
H,B, 6390,116,2019,Medical Supply Chain Emergency Act of 2020,House,"Ryan, Tim ",D,OH,13,3/25/20,119,House - Financial Services,3/25/20,Referred to the House Committee on Financial Services.
H,B, 6202,116,2019,Resilient Elections During Quarantines and Natural Disasters Act of 2020,House,"Blumenauer, Earl ",D,OR,3,3/11/20,24,House - House Administration,3/11/20,Referred to the House Committee on House Administration.
H,B, 6345,116,2019,STEP Reimbursement Act of 2020,House,"Finkenauer, Abby ",D,IA,1,3/23/20,0,House - Small Business,3/23/20,Referred to the House Committee on Small Business.
H,B, 6342,116,2019,SBIC Capital Infusion Act of 2020,House,"Davids, Sharice ",D,KS,3,3/23/20,0,House - Small Business,3/23/20,Referred to the House Committee on Small Business.
H,B, 6201,116,2019,Families First Coronavirus Response Act,House,"Lowey, Nita M. ",D,NY,17,3/11/20,6,"House - Appropriations, Budget, Ways and Means",3/18/20,Became Public Law No: 116-127.
H,B, 6409,116,2019,ABLE Act of 2020,House,"Omar, Ilhan ",D,MN,5,3/27/20,5,"House - Ways and Means, Small Business",3/27/20,"Referred to the Committee on Ways and Means, and in addition to the Committee on Small Business, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6173,116,2019,Covering Coronavirus Test Act of 2020,House,"DeGette, Diana ",D,CO,1,3/10/20,1,House - Energy and Commerce,3/10/20,Referred to the House Committee on Energy and Commerce.
H,B, 6382,116,2019,Fair Housing Enforcement Emergency Act of 2020,House,"Green, Al ",D,TX,9,3/24/20,3,"House - Financial Services, Judiciary",3/24/20,"Referred to the Committee on Financial Services, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6313,116,2019,Combating Hunger for Older Americans During Coronavirus Crisis Act of 2020,House,"Wild, Susan ",D,PA,7,3/19/20,1,House - Education and Labor,3/19/20,Referred to the House Committee on Education and Labor.
H,B, 6471,116,2019,Dr. Li Wenliang Congressional Gold Medal Act,House,"Roy, Chip ",R,TX,21,4/7/20,7,"House - Financial Services, House Administration",4/7/20,"Referred to the Committee on Financial Services, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 5997,116,2019,Emergency Response Coordinator Act of 2020,House,"Engel, Eliot L. ",D,NY,16,2/27/20,0,House - Energy and Commerce,2/27/20,Referred to the House Committee on Energy and Commerce.
H,B, 6187,116,2019,MEALS Act,House,"Omar, Ilhan ",D,MN,5,3/11/20,38,House - Education and Labor,3/11/20,Referred to the House Committee on Education and Labor.
H,B, 6297,116,2019,Informed Resident Notification Act of 2020,House,"Budd, Ted ",R,NC,13,3/19/20,1,House - Financial Services,3/19/20,Referred to the House Committee on Financial Services.
H,B, 6305,116,2019,Coronavirus Relief for Seniors and People with Disabilities Act of 2020,House,"Dingell, Debbie ",D,MI,12,3/19/20,15,"House - Appropriations, Budget, Energy and Commerce",3/19/20,"Referred to the Committee on Appropriations, and in addition to the Committees on the Budget, and Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6430,116,2019,Suspend School Meal Debt Act,House,"Omar, Ilhan ",D,MN,5,4/3/20,32,House - Education and Labor,4/3/20,Referred to the House Committee on Education and Labor.
H,B, 6293,116,2019,Interagency Council on Homelessness Coronavirus Guidance Act of 2020,House,"Zeldin, Lee M. ",R,NY,1,3/19/20,0,House - Financial Services,3/19/20,Referred to the House Committee on Financial Services.
H,B, 6365,116,2019,Immediate Relief for Rural Facilities and Providers Act of 2020,House,"Roe, David P. ",R,TN,1,3/23/20,46,"House - Energy and Commerce, Ways and Means, Small Business",3/23/20,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, and Small Business, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6295,116,2019,Protecting Our Elderly Residents Act of 2020,House,"Stivers, Steve ",R,OH,15,3/19/20,0,House - Financial Services,3/19/20,Referred to the House Committee on Financial Services.
H,B, 6658,116,2019,Insular Area Medicaid Coronavirus Recovery Act,House,"Sablan, Gregorio Kilili Camacho ",D,MP,At Large,5/1/20,0,House - Energy and Commerce,5/1/20,Referred to the House Committee on Energy and Commerce.
H,B, 6602,116,2019,Emergency Cannabis Small Business Health and Safety Act,House,"Blumenauer, Earl ",D,OR,3,4/23/20,16,House - Small Business,4/23/20,Referred to the House Committee on Small Business.
H,B, 6336,116,2019,Increasing Hospital Capacity to Fight the Coronavirus Act of 2020,House,"Bishop, Dan ",R,NC,9,3/23/20,10,"House - Energy and Commerce, Ways and Means",3/23/20,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6344,116,2019,Expediting the EIDL Program Act of 2020,House,"Evans, Dwight ",D,PA,3,3/23/20,0,House - Small Business,3/23/20,Referred to the House Committee on Small Business.
H,B, 6552,116,2019,Emergency Water is a Human Right Act,House,"Tlaib, Rashida ",D,MI,13,4/17/20,68,"House - Energy and Commerce, Education and Labor, Transportation and Infrastructure",4/20/20,Referred to the Subcommittee on Water Resources and Environment.
H,B, 6563,116,2019,Emergency Educational Connections Act of 2020,House,"Meng, Grace ",D,NY,6,4/21/20,61,House - Energy and Commerce,5/5/20,Sponsor introductory remarks on measure.
H,B, 6290,116,2019,RELIEF Act of 2020,House,"Omar, Ilhan ",D,MN,5,3/19/20,4,House - Ways and Means,3/19/20,Referred to the House Committee on Ways and Means.
H,B, 6564,116,2019,Fresh Produce for Kids in Need Act,House,"Harder, Josh ",D,CA,10,4/21/20,1,House - Education and Labor,4/21/20,Referred to the House Committee on Education and Labor.
H,B, 6600,116,2019,Point-of-Care Testing Prize Competitions Act of 2020,House,"Beyer, Donald S., Jr. ",D,VA,8,4/23/20,3,"House - Energy and Commerce, Science, Space, and Technology",4/23/20,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6510,116,2019,SNAP Online Purchasing Flexibility Act of 2020,House,"Omar, Ilhan ",D,MN,5,4/14/20,15,House - Agriculture,4/14/20,Referred to the House Committee on Agriculture.
H,B, 6618,116,2019,TRIAGE Act of 2020,House,"Crow, Jason ",D,CO,6,4/24/20,3,House - Energy and Commerce,4/24/20,Referred to the House Committee on Energy and Commerce.
H,B, 6653,116,2019,MASKS ON Act,House,"Lipinski, Daniel ",D,IL,3,5/1/20,0,House - Energy and Commerce,5/1/20,Referred to the House Committee on Energy and Commerce.
H,B, 6300,116,2019,Advocating for Older Americans During Coronavirus Crisis Act of 2020,House,"Bonamici, Suzanne ",D,OR,1,3/19/20,1,House - Education and Labor,3/19/20,Referred to the House Committee on Education and Labor.
H,B, 748,116,2019,CARES Act,House,"Courtney, Joe ",D,CT,2,1/24/19,369,House - Ways and Means,3/27/20,Became Public Law No: 116-136.
H,B, 6440,116,2019,Pandemic Rapid Response Act,House,"Davis, Rodney ",R,IL,13,4/3/20,14,House - Energy and Commerce,4/3/20,Referred to the House Committee on Energy and Commerce.
H,B, 6370,116,2019,Disaster Protection for Workers' Credit Act,House,"Sherman, Brad ",D,CA,30,3/23/20,7,House - Financial Services,3/23/20,Referred to the House Committee on Financial Services.
H,B, 6307,116,2019,Easing Disruption for America's Small Contractor Act of 2020,House,"Houlahan, Chrissy ",D,PA,6,3/19/20,0,House - Small Business,3/19/20,Referred to the House Committee on Small Business.
H,B, 6316,116,2019,Emergency Relief for Student Borrowers Act of 2020,House,"Dean, Madeleine ",D,PA,4,3/23/20,1,"House - Education and Labor, Financial Services, Ways and Means",3/23/20,"Referred to the Committee on Education and Labor, and in addition to the Committees on Financial Services, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6361,116,2019,Relief for Small Businesses and Nonprofits Act,House,"Perlmutter, Ed ",D,CO,7,3/23/20,1,House - Financial Services,3/23/20,Referred to the House Committee on Financial Services.
H,B, 6435,116,2019,Combating Pandemic Scams Act of 2020,House,"Carter, Earl L. ""Buddy"" ",R,GA,1,4/3/20,3,House - Energy and Commerce,4/3/20,Referred to the House Committee on Energy and Commerce.
H,B, 6655,116,2019,Hazardous Duty Pay for Frontline Federal Workers Act,House,"Payne, Donald M., Jr. ",D,NJ,10,5/1/20,6,House - Oversight and Reform,5/1/20,Referred to the House Committee on Oversight and Reform.
H,B, 6631,116,2019,Essential Worker Protection Act of 2020,House,"Stevens, Haley M. ",D,MI,11,4/28/20,1,House - Education and Labor,4/28/20,Referred to the House Committee on Education and Labor.
H,B, 6398,116,2019,Frontline Health Care Workers Assistance Act,House,"Crow, Jason ",D,CO,6,3/26/20,58,"House - Financial Services, Transportation and Infrastructure",3/27/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H,B, 6328,116,2019,"Emergency Relief for State, Territorial and Local Governments Act of 2020",House,"Tlaib, Rashida ",D,MI,13,3/23/20,23,House - Financial Services,3/23/20,Referred to the House Committee on Financial Services.
H,B, 6446,116,2019,"To allow the President to temporarily suspend activities relating to the 2020 decennial census of population, and for other purposes.",House,"Higgins, Clay ",R,LA,3,4/3/20,0,House - Oversight and Reform,4/3/20,Referred to the House Committee on Oversight and Reform.
H,B, 6515,116,2019,Rent and Mortgage Cancellation Act of 2020,House,"Omar, Ilhan ",D,MN,5,4/17/20,25,House - Financial Services,4/17/20,Referred to the House Committee on Financial Services.
H,B, 6595,116,2019,Expanding Vital American Citizen Services Overseas (EVACS) Act of 2020,House,"Castro, Joaquin ",D,TX,20,4/22/20,0,House - Foreign Affairs,4/22/20,Referred to the House Committee on Foreign Affairs.
H,Res, 924,116,2019,"Promoting minority health awareness and supporting the goals and ideals of National Minority Health Month in April 2020, which include bringing attention to the health disparities faced by minority populations of the United States during the novel coronavirus global pandemic.",House,"Correa, J. Luis ",D,CA,46,4/14/20,96,House - Energy and Commerce,4/14/20,Referred to the House Committee on Energy and Commerce.
H,Res, 918,116,2019,"Promoting minority health awareness and supporting the goals and ideals of National Minority Health Month in April 2020, which include bringing attention to the health disparities faced by minority populations of the United States during the novel coronavirus global pandemic.",House,"Correa, J. Luis ",D,CA,46,4/10/20,91,House - Energy and Commerce,4/10/20,Referred to the House Committee on Energy and Commerce.
H,B, 6468,116,2019,Coronavirus Assistance for States Act,House,"Perlmutter, Ed ",D,CO,7,4/7/20,3,House - Oversight and Reform,4/7/20,Referred to the House Committee on Oversight and Reform.
H,B, 6592,116,2019,Coronavirus Relief for States Act,House,"Perlmutter, Ed ",D,CO,7,4/21/20,33,House - Oversight and Reform,4/21/20,Referred to the House Committee on Oversight and Reform.
H,B, 6656,116,2019,Coronavirus Workers' Compensation for TSA Employees Act,House,"Demings, Val Butler ",D,FL,10,5/1/20,14,"House - Homeland Security, Education and Labor",5/1/20,"Referred to the Committee on Homeland Security, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6642,116,2019,Court Access Amid the Pandemic Act,House,"Quigley, Mike ",D,IL,5,4/28/20,2,House - Judiciary,4/28/20,Referred to the House Committee on the Judiciary.
H,B, 6503,116,2019,Pandemic and Public Health Emergency Support for the Elderly and Persons with Disabilities Act,House,"Jackson Lee, Sheila ",D,TX,18,4/14/20,0,House - Appropriations,4/14/20,Referred to the House Committee on Appropriations.
H,B, 6567,116,2019,GROCER Act of 2020,House,"Thompson, Glenn ",R,PA,15,4/21/20,1,House - Ways and Means,4/21/20,Referred to the House Committee on Ways and Means.
H,Res, 917,116,2019,Expressing the sense of the House of Representatives that the United States should withhold the contribution of Federal funds to the World Health Organization until Director-General Tedros Ghebreyesus resigns and an international commission to investigate the World Health Organization is established.,House,"Reschenthaler, Guy ",R,PA,14,4/7/20,52,House - Foreign Affairs,4/7/20,Referred to the House Committee on Foreign Affairs.
H,B, 6633,116,2019,Domestic Violence Public Health Emergency Guidance Act,House,"Wexton, Jennifer ",D,VA,10,4/28/20,37,House - Judiciary,4/28/20,Referred to the House Committee on the Judiciary.
H,B, 6437,116,2019,Coronavirus Immigrant Families Protection Act,House,"Chu, Judy ",D,CA,27,4/3/20,65,"House - Energy and Commerce, Judiciary, Transportation and Infrastructure, Ways and Means",4/6/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H,B, 6451,116,2019,Fair Coronavirus Credit Reporting Act of 2020,House,"Neguse, Joe ",D,CO,2,4/3/20,0,House - Financial Services,4/3/20,Referred to the House Committee on Financial Services.
H,B, 6291,116,2019,Microloan Emergency Assistance Act of 2020,House,"Kim, Andy ",D,NJ,3,3/19/20,0,House - Small Business,3/19/20,Referred to the House Committee on Small Business.
H,B, 6362,116,2019,Public Health Emergency Shelter Act of 2020,House,"Pressley, Ayanna ",D,MA,7,3/23/20,7,House - Financial Services,3/23/20,Referred to the House Committee on Financial Services.
H,Res, 923,116,2019,Recognizing the contributions of distribution and warehousing workers during the 2020 coronavirus pandemic.,House,"Cartwright, Matt ",D,PA,8,4/14/20,16,House - Education and Labor,4/14/20,Referred to the House Committee on Education and Labor.
H,B, 6321,116,2019,"Financial Protections and Assistance for America's Consumers, States, Businesses, and Vulnerable Populations Act",House,"Waters, Maxine ",D,CA,43,3/23/20,0,"House - Financial Services, Ways and Means, Education and Labor, Small Business, Judiciary, Agriculture",3/23/20,"Referred to the Committee on Financial Services, and in addition to the Committees on Ways and Means, Education and Labor, Small Business, the Judiciary, and Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6433,116,2019,HEROES Act of 2020,House,"Huizenga, Bill ",R,MI,2,4/3/20,17,House - Ways and Means,4/3/20,Referred to the House Committee on Ways and Means.
H,B, 6509,116,2019,Public Safety Officer Pandemic Response Act of 2020,House,"Nadler, Jerrold ",D,NY,10,4/14/20,19,House - Judiciary,4/14/20,Referred to the House Committee on the Judiciary.
H,B, 6391,116,2019,"To amend the Internal Revenue Code of 1986 to allow for a 5-year carryback of operating losses of small businesses, and for other purposes.",House,"Schneider, Bradley Scott ",D,IL,10,3/25/20,0,House - Ways and Means,3/25/20,Referred to the House Committee on Ways and Means.
H,B, 6413,116,2019,Coronavirus Credit Lapse Forgiveness Act,House,"Murphy, Gregory ",R,NC,3,3/27/20,0,House - Financial Services,3/27/20,Referred to the House Committee on Financial Services.
H,B, 6394,116,2019,To help small business broadband providers keep customers connected.,House,"Welch, Peter ",D,VT,At Large,3/25/20,30,House - Appropriations,3/25/20,Referred to the House Committee on Appropriations.
H,B, 6492,116,2019,Ensuring HOMES Act,House,"Rush, Bobby L. ",D,IL,1,4/14/20,21,House - Financial Services,4/14/20,Referred to the House Committee on Financial Services.
H,B, 6341,116,2019,Small Business Relief Guaranteed Loan Program Act of 2020,House,"Craig, Angie ",D,MN,2,3/23/20,0,House - Small Business,3/23/20,Referred to the House Committee on Small Business.
H,B, 6347,116,2019,Rental Eviction Moratorium Act of 2020,House,"Garcia, Jesus G. ""Chuy"" ",D,IL,4,3/23/20,46,House - Judiciary,3/23/20,Referred to the House Committee on the Judiciary.
H,B, 6487,116,2019,ACCESS Act,House,"Schakowsky, Janice D. ",D,IL,9,4/10/20,34,"House - Appropriations, Energy and Commerce, Ways and Means, Budget",4/10/20,"Referred to the Committee on Appropriations, and in addition to the Committees on Energy and Commerce, Ways and Means, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6652,116,2019,Flexibility for Localities and Eligibility Expansion Act of 2020,House,"Bacon, Don ",R,NE,2,5/1/20,10,House - Oversight and Reform,5/1/20,Referred to the House Committee on Oversight and Reform.
H,B, 6310,116,2019,To require the Secretary of Defense to make testing for the coronavirus disease 19 available to all members of the Armed Forces deployed to an area in which the United States Central Command has responsibility.,House,"Pocan, Mark ",D,WI,2,3/19/20,0,House - Armed Services,3/19/20,Referred to the House Committee on Armed Services.
H,B, 6467,116,2019,Coronavirus Community Relief Act,House,"Neguse, Joe ",D,CO,2,4/7/20,147,House - Oversight and Reform,4/7/20,Referred to the House Committee on Oversight and Reform.
H,B, 6200,116,2019,Pandemic EBT Act of 2020,House,"Fudge, Marcia L. ",D,OH,11,3/11/20,2,"House - Agriculture, Education and Labor",3/11/20,"Referred to the Committee on Agriculture, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6650,116,2019,Health Heroes 2020 Act,House,"Schakowsky, Janice D. ",D,IL,9,5/1/20,0,"House - Energy and Commerce, Budget",5/1/20,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6358,116,2019,"To authorize supplemental appropriations for fiscal year 2020 for community development block grants, and for other purposes.",House,"Lynch, Stephen F. ",D,MA,8,3/23/20,1,House - Financial Services,3/23/20,Referred to the House Committee on Financial Services.
H,B, 6314,116,2019,Emergency Rental Assistance Act of 2020,House,"Heck, Denny ",D,WA,10,3/23/20,3,House - Financial Services,3/23/20,Referred to the House Committee on Financial Services.
H,B, 6506,116,2019,"To amend the Small Business Act to modify the paycheck protection program, and for other purposes.",House,"Kilmer, Derek ",D,WA,6,4/14/20,42,House - Small Business,4/14/20,Referred to the House Committee on Small Business.
H,B, 6019,116,2019,Cure the Coronavirus Act,House,"Jeffries, Hakeem S. ",D,NY,8,2/28/20,7,House - Energy and Commerce,2/28/20,Referred to the House Committee on Energy and Commerce.
H,B, 6416,116,2019,Mobilizing America to Help Act,House,"Quigley, Mike ",D,IL,5,3/27/20,16,House - Foreign Affairs,3/27/20,Referred to the House Committee on Foreign Affairs.
H,B, 6560,116,2019,UNITE Act of 2020,House,"Garamendi, John ",D,CA,3,4/21/20,14,"House - Education and Labor, Transportation and Infrastructure, Foreign Affairs",4/22/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H,B, 6296,116,2019,PHA Public Health Flexible Funding Act of 2020,House,"Stivers, Steve ",R,OH,15,3/19/20,0,House - Financial Services,3/19/20,Referred to the House Committee on Financial Services.
H,B, 6553,116,2019,Automatic Boost to Communities Act,House,"Tlaib, Rashida ",D,MI,13,4/17/20,11,"House - Ways and Means, Financial Services",4/17/20,"Referred to the Committee on Ways and Means, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6338,116,2019,Pandemic Healthcare Access Act,House,"Budd, Ted ",R,NC,13,3/23/20,15,House - Ways and Means,3/23/20,Referred to the House Committee on Ways and Means.
