Type_Chamber,Type_Bill,Type_Number,Congress,Date,Title,Chamber,Sponsor,Party,State,District,Date_Intro,Cosponsors,Committees,Date_Last,Last_Action
H,B,1940,111,2009,Wellness Trust Act,House," Matsui, Doris O",D,CA,5,4/2/09,4,House - Energy and Commerce,4/21/09,Referred to the Subcommittee on Health.
H,B,5951,110,2007,Safe and Complete Streets Act of 2008,House," Matsui, Doris O",D,CA,5,5/1/08,19,House - Transportation and Infrastructure,5/2/08,Referred to the Subcommittee on Highways and Transit.
H,B,7287,110,2007,21st Century Wellness Trust Act,House," Matsui, Doris O",D,CA,5,11/19/08,2,House - Energy and Commerce,11/19/08,Referred to the Subcommittee on Health.
H,B,6074,115,2017,Combating the Heroin Epidemic Through Forensic Drug Testing Act of 2018,House," Esty, Elizabeth H",D,CT,5,6/12/18,3,House - Judiciary,7/30/18,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H,B,3153,107,2001,State Bioterrorism Preparedness Act,House," Blagojevich, Rod R",D,IL,5,10/17/01,0,House - Energy and Commerce,10/29/01,Referred to the Subcommittee on Health.
H,B,609,104,1995,Gay and Lesbian Youth Suicide Prevention Act,House," Meehan, Martin T",D,MA,5,1/20/95,19,House - Commerce,2/21/95,Referred to the Subcommittee on Health and Environment.
H,B,1442,113,2013,"Depleting Risk from Insect Infestation, Soil Erosion, and Catastrophic Fire Act",House," Markey, Edward J",D,MA,5,4/9/13,0,"House - Agriculture, Natural Resources",4/23/13,"Referred to the Subcommittee on Conservation, Energy, and Forestry."
H,B,4148,103,1993,Gay and Lesbian Youth Suicide Prevention Act,House," Meehan, Martin T",D,MA,5,3/24/94,30,House - Energy and Commerce,4/26/94,Referred to the Subcommittee on Health and the Environment.
H,B,7397,115,2017,"To provide further additional continuing appropriations for fiscal year 2019, and for other purposes.",House," Hoyer, Steny H",D,MD,5,12/22/18,0,"House - Appropriations, Budget",12/22/18,"Referred to the Committee on Appropriations, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B,2805,114,2015,"Heroin and Prescription Opioid Abuse Prevention, Education, and Enforcement Act of 2015",House," Brooks, Susan W",R,IN,5,6/17/15,46,"House - Energy and Commerce, Judiciary",7/9/15,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H,B,3299,114,2015,Strengthening Public Health Emergency Response Act of 2016,House," Brooks, Susan W",R,IN,5,7/29/15,47,House - Energy and Commerce,9/9/16,"Placed on the Union Calendar, Calendar No. 571."
H,B,6378,115,2017,Pandemic and All-Hazards Preparedness and Advancing Innovation Act of 2018,House," Brooks, Susan W",R,IN,5,7/16/18,24,"House - Energy and Commerce, Judiciary, Veterans' Affairs, Homeland Security",9/26/18,Received in the Senate.
H,B,7328,115,2017,Pandemic and All-Hazards Preparedness and Advancing Innovation Act of 2018,House," Brooks, Susan W",R,IN,5,12/19/18,5,"House - Energy and Commerce, Veterans' Affairs, Judiciary, Homeland Security",12/20/18,Received in the Senate.
H,Con,154,109,2005,Expressing the sense of Congress that Taiwan should be accorded full and equal membership in the World Health Organization (WHO) and other international organizations.,House," Burton, Dan ",R,IN,5,5/17/05,13,House - International Relations,5/17/05,Referred to the House Committee on International Relations.
H,B,628,109,2005,Flu Protection Act of 2005,House," Emanuel, Rahm ",D,IL,5,2/8/05,12,"House - Energy and Commerce, Ways and Means",2/25/05,Referred to the Subcommittee on Health.
H,B,813,109,2005,Flu Protection Act of 2005,House," Emanuel, Rahm ",D,IL,5,2/15/05,34,"House - Energy and Commerce, Ways and Means",4/13/05,Sponsor introductory remarks on measure.
H,B,1055,109,2005,Comprehensive Methamphetamine Response Act,House," Hooley, Darlene ",D,OR,5,3/2/05,3,"House - Energy and Commerce, Judiciary",4/4/05,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security."
H,B,2604,115,2017,TPS Reform Act of 2017,House," Brooks, Mo ",R,AL,5,5/23/17,5,House - Judiciary,6/23/17,Referred to the Subcommittee on Immigration and Border Security.
H,B,2747,110,2007,Methamphetamine Production Prevention Act of 2007,House," Ellison, Keith ",D,MN,5,6/15/07,19,"House - Energy and Commerce, Judiciary",7/16/07,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security."
H,B,2994,114,2015,Safer Communities Act of 2015,House," Thompson, Mike ",D,CA,5,7/9/15,44,"House - Judiciary, Energy and Commerce",7/29/15,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H,B,3489,112,2011,White House Conference on Autism Act of 2011,House," Burton, Dan ",R,IN,5,11/18/11,9,House - Energy and Commerce,11/18/11,Referred to the Subcommittee on Health.
H,B,3521,103,1993,To establish a Commission on Crime and Violence.,House," Wheat, Alan ",D,MO,5,11/16/93,0,House - Judiciary,4/21/94,See H.R.4092.
H,B,3703,111,2009,White House Conference on Autism Act of 2009,House," Burton, Dan ",R,IN,5,10/1/09,12,House - Energy and Commerce,10/2/09,Referred to the Subcommittee on Health.
H,B,3758,108,2003,Flu Protection Act of 2004,House," Emanuel, Rahm ",D,IL,5,2/3/04,29,"House - Energy and Commerce, Ways and Means",2/24/04,Referred to the Subcommittee on Health.
H,B,4142,115,2017,Safer Communities Act of 2017,House," Thompson, Mike ",D,CA,5,10/26/17,7,"House - Judiciary, Energy and Commerce",11/14/17,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H,B,4783,113,2013,Promoting Healthy Minds for Safer Communities Act of 2014,House," Thompson, Mike ",D,CA,5,5/30/14,54,"House - Judiciary, Energy and Commerce",7/21/14,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H,B,6345,114,2015,TPS Reform Act of 2016,House," Brooks, Mo ",R,AL,5,11/17/16,6,House - Judiciary,12/5/16,Referred to the Subcommittee on Immigration and Border Security.
H,Res,906,111,2009,Expressing the sense of the House of Representatives to encourage continued investment to complete the development of an HIV/AIDS vaccine for the United States.,House," Lewis, John ",D,GA,5,11/16/09,2,House - Energy and Commerce,11/17/09,Referred to the Subcommittee on Health.
H,B,2144,107,2001,Sudden Oak Death Syndrome Control Act of 2001,House," Woolsey, Lynn C",D,CA,6,6/12/01,15,House - Agriculture,6/21/01,"Referred to the Subcommittee on Conservation, Credit, Rural Development and Research."
H,B,7103,115,2017,Suicide Prevention Analytics Act of 2018,House," Delaney, John K",D,MD,6,10/30/18,1,House - Energy and Commerce,10/30/18,Referred to the House Committee on Energy and Commerce.
H,B,5228,115,2017,SCREEN Act,House," Pallone, Frank, Jr",D,NJ,6,3/8/18,7,"House - Energy and Commerce, Budget | Senate - Health, Education, Labor, and Pensions",6/13/18,"Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
H,Res,288,110,2007,"Recognizing that the occurrence of prostate cancer in African-American men has reached epidemic proportions and urging Federal agencies to address that health crisis by designating additional funds for research, education, awareness outreach, and early detection.",House," Meeks, Gregory W",D,NY,6,3/29/07,106,House - Energy and Commerce,3/30/07,Referred to the Subcommittee on Health.
H,Res,313,112,2011,"Recognizing that the occurrence of prostate cancer in African-American men has reached epidemic proportions and urging Federal agencies to address that health crisis by designating additional funds for research, education, awareness outreach, and early detection.",House," Meeks, Gregory W",D,NY,6,6/16/11,0,House - Energy and Commerce,6/22/11,Referred to the Subcommittee on Health.
H,Res,346,111,2009,"Recognizing that the occurrence of prostate cancer in African-American men has reached epidemic proportions and urging Federal agencies to address that health crisis by designating additional funds for research, education, awareness outreach, and early detection.",House," Meeks, Gregory W",D,NY,6,4/21/09,42,House - Energy and Commerce,4/22/09,Referred to the Subcommittee on Health.
H,Res,753,112,2011,"Recognizing that the occurrence of prostate cancer in African-American men has reached epidemic proportions and urging Federal agencies to address that health crisis by supporting education, awareness outreach, and research specifically focused on how prostate cancer affects African-American men.",House," Meeks, Gregory W",D,NY,6,8/1/12,0,House - Energy and Commerce,8/3/12,Referred to the Subcommittee on Health.
H,Res,1073,109,2005,"Recognizing that the occurrence of prostate cancer in African American men has reached epidemic proportions and urging Federal agencies to address that health crisis by designating funds for education, awareness outreach, and research specifically focused on how that disease affects African American men.",House," Meeks, Gregory W",D,NY,6,9/29/06,2,House - Energy and Commerce,10/2/06,Referred to the Subcommittee on Health.
H,Res,399,106,1999,Expressing the sense of the House of Representatives with respect to violence within our schools and the initiatives within States and localities to address this epidemic.,House," Tancredo, Thomas G",R,CO,6,11/18/99,11,House - Education and the Workforce,2/8/00,"Referred to the Subcommittee on Early Childhood, Youth and Families."
H,B,1292,104,1995,"To revise, codify, and enact without substantive change certain general and permanent laws, related to aliens and nationality, as title 8, United States Code, ""Aliens and Nationality"".",House," Hyde, Henry J",R,IL,6,3/22/95,0,House - Judiciary,4/24/95,Referred to the Subcommittee on Immigration and Claims.
H,B,1298,108,2003,"United States Leadership Against HIV/AIDS, Tuberculosis, and  Malaria Act of 2003",House," Hyde, Henry J",R,IL,6,3/17/03,4,House - International Relations,5/27/03,Became Public Law No: 108-25.
H,B,2069,107,2001,"United States Leadership Against HIV/AIDS, Tuberculosis, and Malaria Act of 2002",House," Hyde, Henry J",R,IL,6,6/6/01,21,House - International Relations | Senate - Foreign Relations,7/15/02,Message on Senate action sent to the House.
H,B,2716,105,1997,"To revise, codify, and enact without substantive change certain general and permanent laws, related to aliens and nationality, as title 8, United States Code, ""Aliens and Nationality"".",House," Hyde, Henry J",R,IL,6,10/23/97,0,House - Judiciary,10/23/97,Referred to the House Committee on the Judiciary.
H,B,5761,107,2001,"United States Leadership Against HIV/AIDS, Tuberculosis,  and Malaria Act of 2002",House," Hyde, Henry J",R,IL,6,11/19/02,1,House - International Relations,11/19/02,Referred to the House Committee on International Relations.
H,Con,71,115,2017,Establishing the congressional budget for the United States Government for fiscal year 2018 and setting forth the appropriate budgetary levels for fiscal years 2019 through 2027.,House," Black, Diane ",R,TN,6,7/21/17,0,House - Budget,10/26/17,Motion to reconsider laid on the table Agreed to without objection.
H,Con,125,114,2015,Establishing the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.,House," Price, Tom ",R,GA,6,3/23/16,0,House - Budget,3/23/16,"Placed on the Union Calendar, Calendar No. 356."
H,Con,330,102,1991,Expressing the sense of the Congress that the Federal Government should develop and implement a comprehensive program to prevent further transmission of the human immunodeficiency virus and improve treatment for individuals who are infected with the virus.,House," Burton, Dan ",R,IN,6,6/5/92,2,"House - Energy and Commerce, Judiciary",7/14/92,Referred to the Subcommittee on Health and the Environment.
H,J,533,100,1987,A joint resolution directing the President to declare war on IV drug abuse and AIDS by implementing those recommendations regarding intravenous drug abusers made by the President's Commission on the HIV Epidemic which are capable of being implemented under existing law.,House," Boxer, Barbara ",D,CA,6,4/12/88,29,House - Energy and Commerce,5/3/88,Referred to Subcommittee on Health and the Environment.
H,B,531,101,1989,Airline Safety and Service Improvement Act,House," English, Glenn ",D,OK,6,1/19/89,2,House - Public Works and Transportation,2/9/89,Referred to the Subcommittee on Aviation.
H,B,2453,107,2001,Improving Global Health Through Safe Injections Act,House," Upton, Fred ",R,MI,6,7/10/01,21,House - International Relations,7/10/01,Referred to the House Committee on International Relations.
H,B,3381,112,2011,Viral Hepatitis Testing Act of 2011,House," Cassidy, Bill ",R,LA,6,11/4/11,27,House - Energy and Commerce,11/4/11,Referred to the Subcommittee on Health.
H,B,3723,113,2013,Viral Hepatitis Testing Act of 2013,House," Cassidy, Bill ",R,LA,6,12/12/13,74,"House - Energy and Commerce, Veterans' Affairs",12/13/13,Referred to the Subcommittee on Health.
H,B,5418,99,1985,Emergency Crack Control Act of 1986,House," MacKay, Buddy ",D,FL,6,8/13/86,0,"House - Education and Labor, Energy and Commerce, Judiciary",10/27/86,See H.R.5484.
H,Res,32,115,2017,"Recognizing July 28, 2017, as ""World Hepatitis Day"".",House," Meng, Grace ",D,NY,6,1/6/17,0,House - Energy and Commerce,1/25/17,Referred to the Subcommittee on Health.
H,Res,164,102,1991,Expressing the sense of the House of Representatives that the Congress should act now to end the Aids epidemic.,House," Boxer, Barbara ",D,CA,6,6/4/91,13,House - Energy and Commerce,6/17/91,Referred to the Subcommittee on Health and the Environment.
H,Res,1038,115,2017,"Recognizing July 28, 2018, as ""World Hepatitis Day"".",House," Meng, Grace ",D,NY,6,7/26/18,2,House - Energy and Commerce,7/26/18,Referred to the House Committee on Energy and Commerce.
H,Con,304,107,2001,"Expressing sympathy to the people of the Democratic Republic of the Congo who were tragically affected by the eruption of the Nyiragongo volcano on January 17, 2002.",House," Davis, Danny K",D,IL,7,1/24/02,10,House - International Relations | Senate - Foreign Relations,2/27/02,Received in the Senate and referred to the Committee on Foreign Relations.
H,B,1757,115,2017,Trauma-Informed Care for Children and Families Act of 2017,House," Davis, Danny K",D,IL,7,3/28/17,16,"House - Education and the Workforce, Energy and Commerce, Ways and Means, Judiciary",4/12/17,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H,Res,190,114,2015,Expressing support for the designation of the fourth week in April as Every Kid Healthy Week.,House," Davis, Danny K",D,IL,7,4/13/15,0,House - Energy and Commerce,4/17/15,Referred to the Subcommittee on Health.
H,Res,226,113,2013,"Expressing support for the designation of the fourth week in April as ""Every Kid Healthy Week"".",House," Davis, Danny K",D,IL,7,5/20/13,0,House - Energy and Commerce,5/24/13,Referred to the Subcommittee on Health.
H,Res,290,115,2017,Expressing support for celebrating the fourth week in April as Every Kid Healthy Week.,House," Davis, Danny K",D,IL,7,4/27/17,2,House - Energy and Commerce,4/28/17,Referred to the Subcommittee on Health.
H,Res,1171,115,2017,"Expressing the condolences of the House of Representatives and honoring the memory of the victims of the shooting at Mercy Hospital and Medical Center in Chicago, Illinois, on November 19, 2018.",House," Davis, Danny K",D,IL,7,12/6/18,10,House - Oversight and Government Reform,12/6/18,Referred to the House Committee on Oversight and Government Reform.
H,B,2888,103,1993,Television Violence Reduction Through Parental Empowerment Act of 1993,House," Markey, Edward J",D,MA,7,8/5/93,30,House - Energy and Commerce,9/3/93,Referred to the Subcommittee on Telecommunications and Finance.
H,B,3916,105,1997,Nigerian Advance Fee Fraud Prevention Act of 1998,House," Markey, Edward J",D,MA,7,5/20/98,19,House - International Relations,5/20/98,Referred to the House Committee on International Relations.
H,B,4580,111,2009,Metropolitan Medical Response System Act of 2010,House," Markey, Edward J",D,MA,7,2/3/10,14,"House - Energy and Commerce, Homeland Security",2/24/10,"Referred to the Subcommittee on Emergency Communications, Preparedness, and Response."
H,B,5960,112,2011,"Depleting Risk from Insect Infestation, Soil Erosion, and Catastrophic Fire Act of 2012",House," Markey, Edward J",D,MA,7,6/19/12,5,"House - Agriculture, Natural Resources",7/20/12,Subcommittee Hearings Held.
H,B,1055,114,2015,Comprehensive Dental Reform Act of 2015,House," Cummings, Elijah E",D,MD,7,2/25/15,6,"House - Energy and Commerce, Ways and Means, Judiciary, Natural Resources, Veterans' Affairs, Armed Services",11/23/15,Referred to the Subcommittee on Military Personnel.
H,B,3120,113,2013,Comprehensive Dental Reform Act of 2013,House," Cummings, Elijah E",D,MD,7,9/18/13,1,"House - Energy and Commerce, Ways and Means, Judiciary, Natural Resources, Veterans' Affairs, Armed Services",11/6/13,Referred to the Subcommittee on Military Personnel.
H,B,3563,110,2007,"Prostate Research, Imaging, and Men's Education Act of 2007",House," Cummings, Elijah E",D,MD,7,9/18/07,36,House - Energy and Commerce,9/18/07,Referred to the Subcommittee on Health.
H,B,4756,111,2009,PRIME Act of 2010,House," Cummings, Elijah E",D,MD,7,3/4/10,41,House - Energy and Commerce,3/4/10,Referred to the House Committee on Energy and Commerce.
H,B,5545,115,2017,Comprehensive Addiction Resources Emergency Act of 2018,House," Cummings, Elijah E",D,MD,7,4/18/18,81,"House - Energy and Commerce, Judiciary, Natural Resources",5/22/18,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H,B,5909,112,2011,Comprehensive Dental Reform Act of 2012,House," Cummings, Elijah E",D,MD,7,6/7/12,7,"House - Energy and Commerce, Ways and Means, Judiciary, Natural Resources, Veterans' Affairs, Armed Services",7/10/12,Referred to the Subcommittee on Military Personnel.
H,Res,353,110,2007,Expressing the sense of the House of Representatives that there should be an increased commitment supporting the development of innovative advanced imaging technologies for prostate cancer detection and treatment.,House," Cummings, Elijah E",D,MD,7,5/1/07,101,House - Energy and Commerce,7/9/08,"UNANIMOUS CONSENT - Mr. Hill asked unanimous consent that H. Res. 353, which was adopted by the House on June 26, 2008, be considered to have been adopted with the corrected text that was placed at the desk, and that the resolution be re-engrossed in that corrected form. Agreed to without objection."
H,Res,863,109,2005,Expressing the sense of the House of Representatives that there should be an increased Federal commitment to supporting the development of innovative advanced imaging technologies for prostate cancer detection and treatment.,House," Cummings, Elijah E",D,MD,7,6/12/06,51,House - Energy and Commerce,6/19/06,Referred to the Subcommittee on Health.
H,B,2939,101,1989,"Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1990",House," Obey, David R",D,WI,7,7/19/89,0,House - Appropriations | Senate - Appropriations,11/19/89,Vetoed by President.
H,B,3743,101,1989,"Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1990",House," Obey, David R",D,WI,7,11/20/89,0,,11/21/89,Became Public Law No: 101-167.
H,J,376,102,1991,"Designating December 1, 1991, as ""World AIDS Day"".",House," McDermott, Jim ",D,WA,7,11/19/91,222,House - Post Office and Civil Service | Senate - Judiciary,11/27/91,Read twice and referred to the Committee on Judiciary.
H,J,538,102,1991,"Designating December 1, 1992, as ""World AIDS Day"".",House," McDermott, Jim ",D,WA,7,8/11/92,220,House - Post Office and Civil Service | Senate - Judiciary,10/8/92,Read twice and referred to the Committee on Judiciary.
H,B,314,109,2005,Combat Meth Act of 2005,House," Blunt, Roy ",R,MO,7,1/25/05,53,"House - Judiciary, Energy and Commerce",3/2/05,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security."
H,B,3724,102,1991,Indian Health Amendments of 1991,House," Miller, George ",D,CA,7,11/6/91,7,"House - Energy and Commerce, Interior and Insular Affairs | Senate - Indian Affairs",10/8/92,See S.2481.
H,B,5237,110,2007,Global Pediatric HIV/AIDS Prevention and Treatment Act,House," McDermott, Jim ",D,WA,7,2/6/08,2,House - Foreign Affairs,2/6/08,Referred to the House Committee on Foreign Affairs.
H,B,5752,102,1991,Indian Health Amendments of 1992,House," Miller, George ",D,CA,7,8/3/92,1,"House - Energy and Commerce, Interior and Insular Affairs",9/15/92,See H.R.3724.
H,Res,530,112,2011,Honoring the Northwest Kidney Centers on its 50th anniversary.,House," McDermott, Jim ",D,WA,7,1/27/12,4,House - Energy and Commerce,1/27/12,Referred to the House Committee on Energy and Commerce.
H,Res,704,112,2011,Commending Rotary International and others for their efforts to prevent and eradicate polio.,House," McDermott, Jim ",D,WA,7,6/26/12,29,House - Foreign Affairs,6/26/12,Referred to the House Committee on Foreign Affairs.
H,Res,785,112,2011,"Condemning the discrimination, hate crimes, racism, bigotry, bullying and brutal violence perpetrated against Sikh-Americans, and all acts of vandalism against Sikh Gurdwaras in the United States.",House," Crowley, Joseph ",D,NY,7,9/14/12,90,House - Judiciary,9/19/12,Referred to the Subcommittee on the Constitution.
H,Res,931,111,2009,Supporting the goals and ideals of the International Day for the Elimination of Violence against Women.,House," Carson, Andre ",D,IN,7,11/19/09,0,"House - Foreign Affairs, Judiciary",1/4/10,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security."
H,B,2402,100,1987,U.S. Health Service Act,House," Dellums, Ronald V",D,CA,8,5/13/87,11,"House - Armed Services, Banking, Finance, and Urban Affairs, District of Columbia, Education and Labor, Energy and Commerce, Judiciary, Post Office and Civil Service, Veterans' Affairs, Ways and Means",6/1/87,Referred to Subcommittee on Housing and Community Development.
H,B,2500,101,1989,U.S. Health Service Act,House," Dellums, Ronald V",D,CA,8,5/25/89,9,"House - Energy and Commerce, Armed Services, Banking, Finance, and Urban Affairs, District of Columbia, Education and Labor, Judiciary, Post Office and Civil Service, Veterans' Affairs, Ways and Means",7/12/89,Referred to the Subcommittee on Labor-Management Relations.
H,B,3229,102,1991,U.S. Health Service Act,House," Dellums, Ronald V",D,CA,8,8/2/91,1,"House - Armed Services, Banking, Finance, and Urban Affairs, District of Columbia, Education and Labor, Energy and Commerce, Judiciary, Post Office and Civil Service, Veterans' Affairs, Ways and Means",4/23/92,Referred to the Subcommittee on Administrative Law and Governmental Relations.
H,B,4241,113,2013,Act to Ban Zohydro,House," Lynch, Stephen F",D,MA,8,3/13/14,18,House - Energy and Commerce,3/14/14,Referred to the Subcommittee on Health.
H,B,4763,109,2005,Methamphetamine Eradication Act,House," Oberstar, James L",D,MN,8,2/15/06,0,"House - Judiciary, Energy and Commerce, Science, Education and the Workforce, Transportation and Infrastructure",5/1/06,Referred to the Subcommittee on Education Reform.
H,Con,40,111,2009,Expressing the need for enhanced public awareness of traumatic brain injury and support for the designation of a National Brain Injury Awareness Month.,House," Pascrell, Bill, Jr",D,NJ,8,2/4/09,80,House - Energy and Commerce,2/9/09,Referred to the Subcommittee on Health.
H,Con,91,110,2007,Expressing the need for enhanced public awareness of traumatic brain injury and support for the designation of a National Brain Injury Awareness Month.,House," Pascrell, Bill, Jr",D,NJ,8,3/13/07,59,House - Energy and Commerce,3/14/07,Referred to the Subcommittee on Health.
H,Con,99,109,2005,Expressing the need for enhanced public awareness of traumatic brain injury and support for the designation of a National Brain Injury Awareness Month.,House," Pascrell, Bill, Jr",D,NJ,8,3/15/05,123,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions",5/4/06,"Received in the Senate and referred to the Committee on Health, Education, Labor, and Pensions."
H,Con,265,108,2003,Expressing the need for enhanced public awareness of Traumatic Brain Injury and support for the designation of a National Brain Injury Awareness Month.,House," Pascrell, Bill, Jr",D,NJ,8,7/25/03,35,House - Energy and Commerce,8/8/03,Referred to the Subcommittee on Health.
H,B,354,101,1989,Health Security Act,House," Roe, Robert A",D,NJ,8,1/3/89,0,"House - Ways and Means, Energy and Commerce",2/6/89,Referred to the Subcommittee on Health and the Environment.
H,Res,178,111,2009,Expressing the need for enhanced public awareness of traumatic brain injury and support for the designation of a National Brain Injury Awareness Month.,House," Pascrell, Bill, Jr",D,NJ,8,2/13/09,94,House - Oversight and Government Reform,3/23/09,Motion to reconsider laid on the table Agreed to without objection.
H,B,4053,111,2009,Healthy Kids Act,House," Moran, James P",D,VA,8,11/6/09,9,"House - Energy and Commerce, Education and Labor",1/4/10,Referred to the Subcommittee on Healthy Families and Communities.
H,B,6402,112,2011,"Surveillance, Tracking, Observation, and Prevention of Obesity Act of 2012",House," Moran, James P",D,VA,8,9/13/12,1,House - Energy and Commerce,9/14/12,Referred to the Subcommittee on Health.
H,B,434,106,1999,Trade and Development Act of 2000,House," Crane, Philip M",R,IL,8,2/2/99,75,"House - International Relations, Ways and Means, Banking and Financial Services",5/18/00,Became Public Law No: 106-200.
H,B,2405,107,2001,Microbicide Development Act of 2001,House," Morella, Constance A",R,MD,8,6/28/01,56,House - Energy and Commerce,7/16/01,Referred to the Subcommittee on Health.
H,B,3891,106,1999,Microbicides Development Act of 2000,House," Morella, Constance A",R,MD,8,3/9/00,29,House - Commerce,3/21/00,Referred to the Subcommittee on Health and Environment.
H,B,4114,107,2001,GAINS for Women and Girls Act of 2002,House," Morella, Constance A",R,MD,8,4/9/02,11,"House - International Relations, Ways and Means, Financial Services",4/29/02,"Referred to the Subcommittee on International Monetary Policy and Trade, for a period to be subsequently determined by the Chairman."
H,B,5533,106,1999,GAINS Act of 2000,House," Morella, Constance A",R,MD,8,10/24/00,10,"House - International Relations, Ways and Means",11/1/00,Referred to the Subcommittee on Trade.
H,B,307,113,2013,Pandemic and All-Hazards Preparedness Reauthorization Act of 2013,House," Rogers, Mike J",R,MI,8,1/18/13,5,"House - Energy and Commerce, Veterans' Affairs | Senate - Health, Education, Labor, and Pensions",3/13/13,Became Public Law No: 113-5.
H,B,2405,112,2011,Pandemic and All-Hazards Preparedness Reauthorization Act of 2011,House," Rogers, Mike J",R,MI,8,6/28/11,4,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions",12/7/11,"Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
H,B,5533,109,2005,Biodefense and Pandemic Vaccine and Drug Development Act of 2006,House," Rogers, Mike J",R,MI,8,6/6/06,11,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions",11/13/06,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
H,B,6672,112,2011,Pandemic and All-Hazards Preparedness Reauthorization Act of 2012,House," Rogers, Mike J",R,MI,8,12/17/12,8,"House - Energy and Commerce, Veterans' Affairs",1/2/13,Referred to the Subcommittee on Health.
H,B,1,107,2001,No Child Left Behind Act of 2001 ,House," Boehner, John A",R,OH,8,3/22/01,84,"House - Education and the Workforce, Judiciary",1/8/02,Became Public Law No: 107-110.
H,B,4079,115,2017,RESTORE Act of 2017,House," Fitzpatrick, Brian K",R,PA,8,10/19/17,15,"House - Energy and Commerce, Judiciary",11/1/17,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H,J,405,101,1989,"To provide for the designation of the month of October 1989 as ""National HIV and AIDS Awareness Month"".",House," Rowland, J",D,GA,8,9/14/89,82,House - Post Office and Civil Service,9/21/89,Referred to the Subcommittee on Census and Population.
H,Con,192,103,1993,"Expressing the sense of Congress with respect to information on AIDS and HIV infections, and for other purposes.",House," Nadler, Jerrold ",D,NY,8,11/22/93,2,House - Energy and Commerce,1/3/94,Referred to the Subcommittee on Health and the Environment.
H,B,761,104,1995,AIDS Cure Act,House," Nadler, Jerrold ",D,NY,8,1/31/95,25,House - Commerce,2/21/95,Referred to the Subcommittee on Health and Environment.
H,B,2620,110,2007,Child Soldier Prevention Act of 2007,House," Marshall, Jim ",D,GA,8,6/7/07,13,House - Foreign Affairs,6/7/07,Referred to the House Committee on Foreign Affairs.
H,B,2872,114,2015,Opioid Addiction Treatment Modernization Act,House," Bucshon, Larry ",R,IN,8,6/24/15,5,"House - Energy and Commerce, Judiciary",7/9/15,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H,B,3310,103,1993,Barbara McClintock AIDS Cure Act,House," Nadler, Jerrold ",D,NY,8,10/19/93,5,House - Energy and Commerce,11/18/93,Referred to the Subcommittee on Health and the Environment.
H,B,3643,110,2007,Coordinated Environmental Public Health Network Act of 2007,House," Pelosi, Nancy ",D,CA,8,9/24/07,32,House - Energy and Commerce,11/8/07,Referred to the Subcommittee on Health.
H,B,3941,104,1995,"To designate the United States courthouse located at 500 Pearl Street in New York City, New York, as the ""Ted Weiss United States Courthouse"".",House," Nadler, Jerrold ",D,NY,8,8/1/96,0,House - Transportation and Infrastructure,8/12/96,Referred to the Subcommittee on Public Buildings and Economic Development.
H,B,4061,107,2001,Nationwide Health Tracking Act of 2002,House," Pelosi, Nancy ",D,CA,8,3/20/02,60,House - Energy and Commerce,3/26/02,Referred to the Subcommittee on Health.
H,B,4370,103,1993,AIDS Cure Act,House," Nadler, Jerrold ",D,NY,8,5/10/94,20,House - Energy and Commerce,6/7/94,Referred to the Subcommittee on Health and the Environment.
H,B,4981,114,2015,Opioid Use Disorder Treatment Expansion and Modernization Act,House," Bucshon, Larry ",R,IN,8,4/18/16,2,"House - Energy and Commerce, Judiciary | Senate - Health, Education, Labor, and Pensions",5/12/16,"Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
H,B,5335,108,2003,Coordinated Environmental Health Network Act of 2004,House," Pelosi, Nancy ",D,CA,8,10/8/04,30,House - Energy and Commerce,10/11/04,Sponsor introductory remarks on measure. (CR E1902-1903)
